player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
J. Green,F,30,5,11,0,0,5,9,1,9,10,2,3,0,2,4,15,TRUE,2015-01-22,High Point,H
K. Noreen,F,34,2,3,1,1,0,0,1,2,3,1,0,0,1,3,5,TRUE,2015-01-22,High Point,H
B. Holcomb,C,29,5,7,0,0,4,4,2,2,4,0,2,0,0,1,14,TRUE,2015-01-22,High Point,H
R.J. Price,G,29,4,9,3,7,3,6,0,2,2,3,2,0,1,2,14,TRUE,2015-01-22,High Point,H
Y. Anderson,G,33,6,9,3,6,0,0,0,1,1,3,1,0,1,1,15,TRUE,2015-01-22,High Point,H
L. Dyer,F,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,2015-01-22,High Point,H
K. Brown,F,3,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,FALSE,2015-01-22,High Point,H
J. Carethers,F,17,3,7,0,0,0,0,3,3,6,1,1,1,1,2,6,FALSE,2015-01-22,High Point,H
T. Owens,G,11,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,FALSE,2015-01-22,High Point,H
C. Jones,G,12,1,4,0,1,0,1,1,0,1,3,0,0,1,3,2,FALSE,2015-01-22,High Point,H
TEAM,NA,NA,27,53,7,15,12,20,8,21,29,14,10,1,8,18,73,FALSE,2015-01-22,High Point,H
