game_id,away,home,away_rank,home_rank,away_score,home_score,date
401583597,Lehigh,North Carolina,NA,19,68,90,2023-11-12
401602630,Gardner-Webb,Baylor,NA,20,62,77,2023-11-12
401598039,Weber State,Saint Mary's,NA,23,61,57,2023-11-12
401606716,Penn State (Wilkes-Barre),Morgan State,NA,NA,60,78,2023-11-12
401600448,Bryant,Rutgers,NA,NA,57,66,2023-11-12
401593971,Eastern Washington,Cincinnati,NA,NA,73,85,2023-11-12
401583848,Maryland,UAB,NA,NA,63,66,2023-11-12
401594441,Air Force,Delaware,NA,NA,57,65,2023-11-12
401575445,Idaho State,Iowa State,NA,NA,55,86,2023-11-12
401597886,San Jos̩ State,Texas Tech,NA,NA,42,56,2023-11-12
401588312,Elon,North Dakota,NA,NA,68,85,2023-11-12
401587159,Texas A&M-Commerce,Purdue Fort Wayne,NA,NA,64,86,2023-11-12
401577584,Friends University,Wichita State,NA,NA,65,95,2023-11-12
401603540,Sam Houston,Oklahoma State,NA,NA,70,85,2023-11-12
401583849,Davidson,Clemson,NA,NA,65,68,2023-11-12
401600049,Carolina University,South Carolina Upstate,NA,NA,48,106,2023-11-12
401598044,San Francisco,Boise State,NA,NA,58,63,2023-11-12
401581836,Howard,James Madison,NA,NA,86,107,2023-11-12
401577560,Merrimack,Maine,NA,NA,71,65,2023-11-12
401576681,Lafayette,Pepperdine,NA,NA,53,76,2023-11-12
401598585,Chicago State,Southern Indiana,NA,NA,78,67,2023-11-12
401594473,St. Ambrose,Western Illinois,NA,NA,59,94,2023-11-12
401587135,Eastern Mennonite,Radford,NA,NA,47,84,2023-11-12
401598002,North Central (MN),St. Thomas-Minnesota,NA,NA,54,100,2023-11-12
401594031,Linfield College,Portland State,NA,NA,53,70,2023-11-12
401590879,North Carolina Central,Georgia,NA,NA,54,64,2023-11-12
401583838,UC Riverside,Portland,NA,NA,65,76,2023-11-12
401584360,Northern Arizona,Grand Canyon,NA,NA,55,89,2023-11-12
401591555,Bard College,Columbia,NA,NA,36,86,2023-11-12
401587186,Yale,Loyola Marymount,NA,NA,83,80,2023-11-12
401574592,Keystone,Binghamton,NA,NA,50,104,2023-11-12
401587143,Robert Morris,Towson,NA,NA,62,66,2023-11-12
401577613,Army,Indiana,NA,NA,64,72,2023-11-12
401597912,UC Davis,Montana,NA,NA,65,78,2023-11-12
401581776,Nevada,Washington,NA,NA,83,76,2023-11-12
