player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
J. Alston,F,26,2,5,0,0,0,0,2,7,9,3,1,2,2,2,4,TRUE,2015-01-03,Lehigh,H
N. Dieudonne,F,20,0,3,0,2,0,0,0,4,4,1,2,0,3,3,0,TRUE,2015-01-03,Lehigh,H
J. Papale,G,29,5,7,4,5,2,2,0,0,0,2,0,0,1,1,16,TRUE,2015-01-03,Lehigh,H
C. Hankerson,G,27,5,13,3,6,4,6,1,4,5,5,3,0,0,1,17,TRUE,2015-01-03,Lehigh,H
C. Mosely,G,23,5,10,5,6,0,0,0,3,3,1,3,0,1,2,15,TRUE,2015-01-03,Lehigh,H
N. Havener,F,6,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,FALSE,2015-01-03,Lehigh,H
D. Haines,F,7,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,FALSE,2015-01-03,Lehigh,H
B. Mbargorba,C,7,0,4,0,0,2,2,1,1,2,0,0,0,1,0,2,FALSE,2015-01-03,Lehigh,H
W. Goff,G,11,0,1,0,0,0,0,0,1,1,0,0,0,1,2,0,FALSE,2015-01-03,Lehigh,H
C. Curry,G,3,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,FALSE,2015-01-03,Lehigh,H
B. Madrigal,G,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,2015-01-03,Lehigh,H
E. Johnson,G,17,0,2,0,2,0,0,0,0,0,1,0,0,1,0,0,FALSE,2015-01-03,Lehigh,H
E. Fanning,G,22,5,6,2,2,9,10,3,4,7,6,0,0,1,2,21,FALSE,2015-01-03,Lehigh,H
TEAM,NA,NA,22,54,14,25,17,20,10,29,39,19,9,3,14,16,75,FALSE,2015-01-03,Lehigh,H
