date,game_id,home,away
2015-11-13,400809217,Southern Illinois,Air Force
2015-11-13,400809342,Old Dominion,Niagara
2015-11-13,400809343,Purdue,North Carolina A&T
2015-11-13,400809380,Kentucky,Albany
2015-11-13,400809425,Navy,Florida
2015-11-13,400809426,North Carolina,Temple
2015-11-13,400813779,Kansas,Northern Colorado
2015-11-13,400813813,West Virginia,Northern Kentucky
2015-11-13,400813818,Arizona,Pacific
2015-11-13,400814182,Bradley,Ball State
2015-11-13,400814200,UCLA,Monmouth
2015-11-13,400814239,Auburn,UAB
2015-11-13,400816882,George Mason,Colgate
2015-11-13,400816946,Incarnate Word,Texas Lutheran
2015-11-13,400816976,Oklahoma State,UT Martin
2015-11-13,400817118,Weber State,Utah State
2015-11-13,400817502,Iowa,Gardner-Webb
2015-11-13,400817513,Northwestern,UMass Lowell
2015-11-13,400817634,Georgia Tech,Cornell
2015-11-13,400817663,Duquesne,Seton Hill
2015-11-13,400818717,Central Connecticut,Hartford
2015-11-13,400818724,Duke,Siena
2015-11-13,400818730,VCU,Prairie View A&M
2015-11-13,400818870,Wichita State,Charleston Southern
2015-11-13,400818878,Oregon,Jackson State
2015-11-13,400818908,Washington,Texas
2015-11-13,400818909,Washington State,Northern Arizona
2015-11-13,400820605,Cincinnati,Western Carolina
2015-11-13,400820670,Marquette,Belmont
2015-11-13,400820676,George Washington,Lafayette
2015-11-13,400820685,North Dakota,Minnesota-Morris
2015-11-13,400820705,Illinois,North Florida
2015-11-13,400820709,Maryland,Mt. St. Mary's
2015-11-13,400821329,Saint Joseph's,Drexel
2015-11-13,400821337,Ole Miss,Northwestern State
2015-11-13,400823382,Eastern Michigan,Vermont
2015-11-13,400823408,TCU,SE Louisiana
2015-11-13,400824527,Georgia,Chattanooga
2015-11-13,400824555,New Hampshire,Lyndon State College
2015-11-13,400825502,Bucknell,Shenandoah
2015-11-13,400825530,Clemson,North Carolina Central
2015-11-13,400825540,Virginia,Morgan State
2015-11-13,400825721,Tulane,Alabama A&M
2015-11-13,400825734,NC State,William & Mary
2015-11-13,400825741,Dayton,SE Missouri St
2015-11-13,400825759,Rhode Island,American
2015-11-13,400827480,Miami,UT Rio Grande Valley
2015-11-13,400827769,Seton Hall,Dartmouth
2015-11-13,400827776,Stanford,Green Bay
2015-11-13,400830127,Loyola Marymount,CSU Fullerton
2015-11-13,400830156,BYU,Utah Valley
2015-11-13,400830201,UIC,San Francisco
2015-11-13,400830222,Santa Clara,Lipscomb
2015-11-13,400830498,Alabama,Kennesaw State
2015-11-13,400830543,Portland,Oregon Tech
2015-11-13,400830619,Michigan,Northern Michigan
2015-11-13,400830675,Vanderbilt,Austin Peay
2015-11-13,400830681,Tennessee,UNC Asheville
2015-11-13,400830764,California,Rice
2015-11-13,400830774,LSU,McNeese
2015-11-13,400830779,Arkansas,Southern
2015-11-13,400830785,Missouri,Wofford
2015-11-13,400830795,Texas A&M,South Carolina Upstate
2015-11-13,400830879,Hofstra,Canisius
2015-11-13,400831581,Baylor,Stephen F. Austin
2015-11-13,400831689,Kansas State,Maryland-Eastern Shore
2015-11-13,400831691,Texas Tech,High Point
2015-11-13,400833134,SIU-Edwardsville,Arkansas State
2015-11-13,400833189,South Florida,Troy
2015-11-13,400833347,Richmond,James Madison
2015-11-13,400833422,Liberty,Covenant
2015-11-13,400835587,Campbell,Montreat College
2015-11-13,400839185,Syracuse,Lehigh
2015-11-13,400839231,Notre Dame,St. Francis (PA)
2015-11-13,400839278,Indiana,Eastern Illinois
2015-11-13,400839316,Michigan State,Florida Atlantic
2015-11-13,400839344,Minnesota,UMKC
2015-11-13,400839715,East Carolina,Grambling
2015-11-13,400839795,Louisville,Samford
2015-11-13,400840058,Seattle,Arkansas-Pine Bluff
2015-11-13,400840317,St. John's,Wagner
2015-11-13,400840331,Villanova,Fairleigh Dickinson
2015-11-13,400840343,Xavier,Miami (OH)
2015-11-13,400840367,Georgia State,Middle Georgia State
2015-11-13,400840868,Longwood,Randolph College
2015-11-13,400840892,Boston University,Northeastern
2015-11-13,400841034,Idaho State,Providence (MT)
2015-11-13,400841054,Furman,Presbyterian
2015-11-13,400841078,Rutgers,Rutgers-Newark
2015-11-13,400841085,Montana,Boise State
2015-11-13,400841101,Marist,Holy Cross
2015-11-13,400841134,Loyola (MD),Tennessee State
2015-11-13,400841183,UNC Wilmington,Milligan
2015-11-13,400841224,Charlotte,Elon
2015-11-13,400841532,Grand Canyon,Portland State
2015-11-13,400841544,Northern Illinois,CSU Northridge
2015-11-13,400841576,UC Davis,North Dakota State
2015-11-13,400841609,Louisiana Tech,Millsaps
