player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
B. Williams,F,29,4,5,0,0,2,3,2,4,6,1,0,0,0,3,10,TRUE,2014-01-25,West Virginia,H
M. Brown,F,39,5,13,1,7,4,7,1,9,10,3,0,2,0,2,15,TRUE,2014-01-25,West Virginia,H
L. Nash,F,36,10,13,0,0,9,14,4,5,9,2,0,2,5,5,29,TRUE,2014-01-25,West Virginia,H
K. Murphy,F,15,0,2,0,0,0,0,1,1,2,0,0,2,0,4,0,TRUE,2014-01-25,West Virginia,H
M. Smart,G,25,1,7,0,4,2,2,2,3,5,4,1,0,3,5,4,TRUE,2014-01-25,West Virginia,H
L. Hammonds,F,5,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,FALSE,2014-01-25,West Virginia,H
C. Sager,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2014-01-25,West Virginia,H
P. Forte III,G,29,2,12,1,9,8,8,0,2,2,2,5,0,1,0,13,FALSE,2014-01-25,West Virginia,H
S. Clark,G,21,4,7,2,4,0,0,1,1,2,0,1,0,2,3,10,FALSE,2014-01-25,West Virginia,H
TEAM,NA,NA,26,59,4,24,25,34,11,25,36,13,8,6,12,24,81,FALSE,2014-01-25,West Virginia,H
